"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	139	4430141	3.1
	"Alabama"	"01"	"2000"	"2000"	142	4447100	3.2
	"Alabama"	"01"	"2001"	"2001"	131	4467634	2.9
	"Alabama"	"01"	"2002"	"2002"	119	4480089	2.7
	"Alabama"	"01"	"2003"	"2003"	125	4503491	2.8
	"Alabama"	"01"	"2004"	"2004"	141	4530729	3.1
	"Alabama"	"01"	"2005"	"2005"	145	4569805	3.2
	"Alabama"	"01"	"2006"	"2006"	145	4628981	3.1
	"Alabama"	"01"	"2007"	"2007"	156	4672840	3.3
	"Alabama"	"01"	"2008"	"2008"	136	4718206	2.9
	"Alabama"	"01"	"2009"	"2009"	144	4757938	3.0
	"Alabama"	"01"	"2010"	"2010"	171	4779736	3.6
	"Alabama"	"01"	"2011"	"2011"	144	4801108	3.0
	"Alabama"	"01"	"2012"	"2012"	173	4816089	3.6
	"Alabama"	"01"	"2013"	"2013"	160	4830533	3.3
	"Alabama"	"01"	"2014"	"2014"	193	4846411	4.0
	"Alabama"	"01"	"2015"	"2015"	218	4858979	4.5
	"Alaska"	"02"	"1999"	"1999"	29	624779	4.6
	"Alaska"	"02"	"2000"	"2000"	32	626932	5.1
	"Alaska"	"02"	"2001"	"2001"	39	633714	6.2
	"Alaska"	"02"	"2002"	"2002"	35	642337	5.4
	"Alaska"	"02"	"2003"	"2003"	40	648414	6.2
	"Alaska"	"02"	"2004"	"2004"	32	659286	4.9
	"Alaska"	"02"	"2005"	"2005"	34	666946	5.1
	"Alaska"	"02"	"2006"	"2006"	29	675302	4.3
	"Alaska"	"02"	"2007"	"2007"	48	680300	7.1
	"Alaska"	"02"	"2008"	"2008"	37	687455	5.4
	"Alaska"	"02"	"2009"	"2009"	68	698895	9.7
	"Alaska"	"02"	"2010"	"2010"	52	710231	7.3
	"Alaska"	"02"	"2011"	"2011"	63	722720	8.7
	"Alaska"	"02"	"2012"	"2012"	60	731228	8.2
	"Alaska"	"02"	"2013"	"2013"	62	737442	8.4
	"Alaska"	"02"	"2014"	"2014"	63	737046	8.5
	"Alaska"	"02"	"2015"	"2015"	83	738432	11.2
	"Arizona"	"04"	"1999"	"1999"	301	5023823	6.0
	"Arizona"	"04"	"2000"	"2000"	304	5130632	5.9
	"Arizona"	"04"	"2001"	"2001"	265	5273477	5.0
	"Arizona"	"04"	"2002"	"2002"	318	5396255	5.9
	"Arizona"	"04"	"2003"	"2003"	328	5510364	6.0
	"Arizona"	"04"	"2004"	"2004"	365	5652404	6.5
	"Arizona"	"04"	"2005"	"2005"	429	5839077	7.3
	"Arizona"	"04"	"2006"	"2006"	417	6029141	6.9
	"Arizona"	"04"	"2007"	"2007"	450	6167681	7.3
	"Arizona"	"04"	"2008"	"2008"	527	6280362	8.4
	"Arizona"	"04"	"2009"	"2009"	517	6343154	8.2
	"Arizona"	"04"	"2010"	"2010"	620	6392017	9.7
	"Arizona"	"04"	"2011"	"2011"	661	6468732	10.2
	"Arizona"	"04"	"2012"	"2012"	696	6553262	10.6
	"Arizona"	"04"	"2013"	"2013"	765	6630799	11.5
	"Arizona"	"04"	"2014"	"2014"	786	6728783	11.7
	"Arizona"	"04"	"2015"	"2015"	873	6828065	12.8
	"Arkansas"	"05"	"1999"	"1999"	77	2651860	2.9
	"Arkansas"	"05"	"2000"	"2000"	68	2673400	2.5
	"Arkansas"	"05"	"2001"	"2001"	94	2691571	3.5
	"Arkansas"	"05"	"2002"	"2002"	65	2705927	2.4
	"Arkansas"	"05"	"2003"	"2003"	77	2724816	2.8
	"Arkansas"	"05"	"2004"	"2004"	70	2749686	2.5
	"Arkansas"	"05"	"2005"	"2005"	67	2781097	2.4
	"Arkansas"	"05"	"2006"	"2006"	83	2821761	2.9
	"Arkansas"	"05"	"2007"	"2007"	90	2848650	3.2
	"Arkansas"	"05"	"2008"	"2008"	106	2874554	3.7
	"Arkansas"	"05"	"2009"	"2009"	98	2896843	3.4
	"Arkansas"	"05"	"2010"	"2010"	100	2915918	3.4
	"Arkansas"	"05"	"2011"	"2011"	110	2938538	3.7
	"Arkansas"	"05"	"2012"	"2012"	98	2949499	3.3
	"Arkansas"	"05"	"2013"	"2013"	101	2957957	3.4
	"Arkansas"	"05"	"2014"	"2014"	122	2966835	4.1
	"Arkansas"	"05"	"2015"	"2015"	165	2978204	5.5
	"California"	"06"	"1999"	"1999"	2349	33499204	7.0
	"California"	"06"	"2000"	"2000"	2474	33871648	7.3
	"California"	"06"	"2001"	"2001"	2522	34479458	7.3
	"California"	"06"	"2002"	"2002"	2506	34871843	7.2
	"California"	"06"	"2003"	"2003"	2611	35253159	7.4
	"California"	"06"	"2004"	"2004"	2550	35574576	7.2
	"California"	"06"	"2005"	"2005"	2696	35827943	7.5
	"California"	"06"	"2006"	"2006"	2718	36021202	7.5
	"California"	"06"	"2007"	"2007"	2903	36250311	8.0
	"California"	"06"	"2008"	"2008"	3029	36604337	8.3
	"California"	"06"	"2009"	"2009"	3091	36961229	8.4
	"California"	"06"	"2010"	"2010"	3122	37253956	8.4
	"California"	"06"	"2011"	"2011"	3314	37700034	8.8
	"California"	"06"	"2012"	"2012"	3323	38056055	8.7
	"California"	"06"	"2013"	"2013"	3400	38414128	8.9
	"California"	"06"	"2014"	"2014"	3572	38792291	9.2
	"California"	"06"	"2015"	"2015"	3903	39144818	10.0
	"Colorado"	"08"	"1999"	"1999"	267	4226018	6.3
	"Colorado"	"08"	"2000"	"2000"	270	4301261	6.3
	"Colorado"	"08"	"2001"	"2001"	260	4425687	5.9
	"Colorado"	"08"	"2002"	"2002"	268	4490406	6.0
	"Colorado"	"08"	"2003"	"2003"	260	4528732	5.7
	"Colorado"	"08"	"2004"	"2004"	267	4575013	5.8
	"Colorado"	"08"	"2005"	"2005"	254	4631888	5.5
	"Colorado"	"08"	"2006"	"2006"	269	4720423	5.7
	"Colorado"	"08"	"2007"	"2007"	345	4803868	7.2
	"Colorado"	"08"	"2008"	"2008"	367	4889730	7.5
	"Colorado"	"08"	"2009"	"2009"	383	4972195	7.7
	"Colorado"	"08"	"2010"	"2010"	410	5029196	8.2
	"Colorado"	"08"	"2011"	"2011"	426	5119480	8.3
	"Colorado"	"08"	"2012"	"2012"	425	5191731	8.2
	"Colorado"	"08"	"2013"	"2013"	436	5271132	8.3
	"Colorado"	"08"	"2014"	"2014"	501	5355588	9.4
	"Colorado"	"08"	"2015"	"2015"	500	5456574	9.2
	"Connecticut"	"09"	"1999"	"1999"	103	3386401	3.0
	"Connecticut"	"09"	"2000"	"2000"	111	3405565	3.3
	"Connecticut"	"09"	"2001"	"2001"	84	3432835	2.4
	"Connecticut"	"09"	"2002"	"2002"	97	3458749	2.8
	"Connecticut"	"09"	"2003"	"2003"	101	3484336	2.9
	"Connecticut"	"09"	"2004"	"2004"	110	3496094	3.1
	"Connecticut"	"09"	"2005"	"2005"	94	3506956	2.7
	"Connecticut"	"09"	"2006"	"2006"	106	3517460	3.0
	"Connecticut"	"09"	"2007"	"2007"	117	3527270	3.3
	"Connecticut"	"09"	"2008"	"2008"	134	3545579	3.8
	"Connecticut"	"09"	"2009"	"2009"	136	3561807	3.8
	"Connecticut"	"09"	"2010"	"2010"	110	3574097	3.1
	"Connecticut"	"09"	"2011"	"2011"	112	3589759	3.1
	"Connecticut"	"09"	"2012"	"2012"	115	3593541	3.2
	"Connecticut"	"09"	"2013"	"2013"	145	3597168	4.0
	"Connecticut"	"09"	"2014"	"2014"	170	3594762	4.7
	"Connecticut"	"09"	"2015"	"2015"	183	3590886	5.1
	"Delaware"	"10"	"1999"	"1999"	34	774990	4.4
	"Delaware"	"10"	"2000"	"2000"	33	783600	4.2
	"Delaware"	"10"	"2001"	"2001"	33	795699	4.1
	"Delaware"	"10"	"2002"	"2002"	41	806169	5.1
	"Delaware"	"10"	"2003"	"2003"	37	818003	4.5
	"Delaware"	"10"	"2004"	"2004"	26	830803	3.1
	"Delaware"	"10"	"2005"	"2005"	28	845150	3.3
	"Delaware"	"10"	"2006"	"2006"	34	859268	4.0
	"Delaware"	"10"	"2007"	"2007"	31	871749	3.6
	"Delaware"	"10"	"2008"	"2008"	39	883874	4.4
	"Delaware"	"10"	"2009"	"2009"	38	891730	4.3
	"Delaware"	"10"	"2010"	"2010"	29	897934	3.2
	"Delaware"	"10"	"2011"	"2011"	30	907916	3.3
	"Delaware"	"10"	"2012"	"2012"	31	917099	3.4
	"Delaware"	"10"	"2013"	"2013"	26	925353	2.8
	"Delaware"	"10"	"2014"	"2014"	42	935968	4.5
	"Delaware"	"10"	"2015"	"2015"	42	945934	4.4
	"District of Columbia"	"11"	"1999"	"1999"	32	570213	5.6
	"District of Columbia"	"11"	"2000"	"2000"	33	572059	5.8
	"District of Columbia"	"11"	"2001"	"2001"	45	574504	7.8
	"District of Columbia"	"11"	"2002"	"2002"	61	573158	10.6
	"District of Columbia"	"11"	"2003"	"2003"	41	568502	7.2
	"District of Columbia"	"11"	"2004"	"2004"	45	567754	7.9
	"District of Columbia"	"11"	"2005"	"2005"	43	567136	7.6
	"District of Columbia"	"11"	"2006"	"2006"	37	570681	6.5
	"District of Columbia"	"11"	"2007"	"2007"	22	574404	3.8
	"District of Columbia"	"11"	"2008"	"2008"	33	580236	5.7
	"District of Columbia"	"11"	"2009"	"2009"	26	592228	4.4
	"District of Columbia"	"11"	"2010"	"2010"	35	601723	5.8
	"District of Columbia"	"11"	"2011"	"2011"	23	620472	3.7
	"District of Columbia"	"11"	"2012"	"2012"	38	635342	6.0
	"District of Columbia"	"11"	"2013"	"2013"	31	649540	4.8
	"District of Columbia"	"11"	"2014"	"2014"	36	659836	5.5
	"District of Columbia"	"11"	"2015"	"2015"	36	672228	5.4
	"Florida"	"12"	"1999"	"1999"	793	15759421	5.0
	"Florida"	"12"	"2000"	"2000"	854	15982378	5.3
	"Florida"	"12"	"2001"	"2001"	839	16356966	5.1
	"Florida"	"12"	"2002"	"2002"	885	16689370	5.3
	"Florida"	"12"	"2003"	"2003"	910	17004085	5.4
	"Florida"	"12"	"2004"	"2004"	877	17415318	5.0
	"Florida"	"12"	"2005"	"2005"	925	17842038	5.2
	"Florida"	"12"	"2006"	"2006"	1006	18166990	5.5
	"Florida"	"12"	"2007"	"2007"	1071	18367842	5.8
	"Florida"	"12"	"2008"	"2008"	1091	18527305	5.9
	"Florida"	"12"	"2009"	"2009"	1093	18652644	5.9
	"Florida"	"12"	"2010"	"2010"	1132	18801310	6.0
	"Florida"	"12"	"2011"	"2011"	1222	19105533	6.4
	"Florida"	"12"	"2012"	"2012"	1225	19352021	6.3
	"Florida"	"12"	"2013"	"2013"	1277	19594467	6.5
	"Florida"	"12"	"2014"	"2014"	1553	19905569	7.8
	"Florida"	"12"	"2015"	"2015"	1637	20271272	8.1
	"Georgia"	"13"	"1999"	"1999"	227	8045965	2.8
	"Georgia"	"13"	"2000"	"2000"	221	8186453	2.7
	"Georgia"	"13"	"2001"	"2001"	218	8377038	2.6
	"Georgia"	"13"	"2002"	"2002"	220	8508256	2.6
	"Georgia"	"13"	"2003"	"2003"	211	8622793	2.4
	"Georgia"	"13"	"2004"	"2004"	238	8769252	2.7
	"Georgia"	"13"	"2005"	"2005"	227	8925922	2.5
	"Georgia"	"13"	"2006"	"2006"	205	9155813	2.2
	"Georgia"	"13"	"2007"	"2007"	224	9349988	2.4
	"Georgia"	"13"	"2008"	"2008"	223	9504843	2.3
	"Georgia"	"13"	"2009"	"2009"	241	9620846	2.5
	"Georgia"	"13"	"2010"	"2010"	298	9687653	3.1
	"Georgia"	"13"	"2011"	"2011"	303	9812280	3.1
	"Georgia"	"13"	"2012"	"2012"	325	9917639	3.3
	"Georgia"	"13"	"2013"	"2013"	361	9991562	3.6
	"Georgia"	"13"	"2014"	"2014"	353	10097132	3.5
	"Georgia"	"13"	"2015"	"2015"	393	10214860	3.8
	"Hawaii"	"15"	"1999"	"1999"	26	1210300	2.1
	"Hawaii"	"15"	"2000"	"2000"	32	1211537	2.6
	"Hawaii"	"15"	"2001"	"2001"	29	1225948	2.4
	"Hawaii"	"15"	"2002"	"2002"	33	1239613	2.7
	"Hawaii"	"15"	"2003"	"2003"	21	1251154	1.7
	"Hawaii"	"15"	"2004"	"2004"	43	1273569	3.4
	"Hawaii"	"15"	"2005"	"2005"	28	1292729	2.2
	"Hawaii"	"15"	"2006"	"2006"	48	1309731	3.7
	"Hawaii"	"15"	"2007"	"2007"	62	1315675	4.7
	"Hawaii"	"15"	"2008"	"2008"	54	1332213	4.1
	"Hawaii"	"15"	"2009"	"2009"	71	1346717	5.3
	"Hawaii"	"15"	"2010"	"2010"	59	1360301	4.3
	"Hawaii"	"15"	"2011"	"2011"	69	1378227	5.0
	"Hawaii"	"15"	"2012"	"2012"	54	1392641	3.9
	"Hawaii"	"15"	"2013"	"2013"	50	1408765	3.5
	"Hawaii"	"15"	"2014"	"2014"	53	1420257	3.7
	"Hawaii"	"15"	"2015"	"2015"	61	1431603	4.3
	"Idaho"	"16"	"1999"	"1999"	44	1275674	3.4
	"Idaho"	"16"	"2000"	"2000"	74	1293953	5.7
	"Idaho"	"16"	"2001"	"2001"	68	1319962	5.2
	"Idaho"	"16"	"2002"	"2002"	83	1340372	6.2
	"Idaho"	"16"	"2003"	"2003"	101	1363380	7.4
	"Idaho"	"16"	"2004"	"2004"	86	1391802	6.2
	"Idaho"	"16"	"2005"	"2005"	103	1428241	7.2
	"Idaho"	"16"	"2006"	"2006"	93	1468669	6.3
	"Idaho"	"16"	"2007"	"2007"	115	1505105	7.6
	"Idaho"	"16"	"2008"	"2008"	122	1534320	8.0
	"Idaho"	"16"	"2009"	"2009"	111	1554439	7.1
	"Idaho"	"16"	"2010"	"2010"	110	1567582	7.0
	"Idaho"	"16"	"2011"	"2011"	128	1584134	8.1
	"Idaho"	"16"	"2012"	"2012"	151	1596097	9.5
	"Idaho"	"16"	"2013"	"2013"	154	1612785	9.5
	"Idaho"	"16"	"2014"	"2014"	150	1634806	9.2
	"Idaho"	"16"	"2015"	"2015"	165	1654930	10.0
	"Illinois"	"17"	"1999"	"1999"	414	12359020	3.3
	"Illinois"	"17"	"2000"	"2000"	349	12419293	2.8
	"Illinois"	"17"	"2001"	"2001"	419	12488445	3.4
	"Illinois"	"17"	"2002"	"2002"	353	12525556	2.8
	"Illinois"	"17"	"2003"	"2003"	354	12556006	2.8
	"Illinois"	"17"	"2004"	"2004"	369	12589773	2.9
	"Illinois"	"17"	"2005"	"2005"	371	12609903	2.9
	"Illinois"	"17"	"2006"	"2006"	389	12643955	3.1
	"Illinois"	"17"	"2007"	"2007"	400	12695866	3.2
	"Illinois"	"17"	"2008"	"2008"	458	12747038	3.6
	"Illinois"	"17"	"2009"	"2009"	452	12796778	3.5
	"Illinois"	"17"	"2010"	"2010"	409	12830632	3.2
	"Illinois"	"17"	"2011"	"2011"	459	12861882	3.6
	"Illinois"	"17"	"2012"	"2012"	455	12875167	3.5
	"Illinois"	"17"	"2013"	"2013"	480	12889580	3.7
	"Illinois"	"17"	"2014"	"2014"	537	12882189	4.2
	"Illinois"	"17"	"2015"	"2015"	544	12859995	4.2
	"Indiana"	"18"	"1999"	"1999"	158	6044969	2.6
	"Indiana"	"18"	"2000"	"2000"	165	6080485	2.7
	"Indiana"	"18"	"2001"	"2001"	140	6127760	2.3
	"Indiana"	"18"	"2002"	"2002"	168	6155967	2.7
	"Indiana"	"18"	"2003"	"2003"	172	6196638	2.8
	"Indiana"	"18"	"2004"	"2004"	177	6233007	2.8
	"Indiana"	"18"	"2005"	"2005"	167	6278616	2.7
	"Indiana"	"18"	"2006"	"2006"	184	6332669	2.9
	"Indiana"	"18"	"2007"	"2007"	181	6379599	2.8
	"Indiana"	"18"	"2008"	"2008"	204	6424806	3.2
	"Indiana"	"18"	"2009"	"2009"	208	6459325	3.2
	"Indiana"	"18"	"2010"	"2010"	256	6483802	3.9
	"Indiana"	"18"	"2011"	"2011"	302	6516845	4.6
	"Indiana"	"18"	"2012"	"2012"	306	6538283	4.7
	"Indiana"	"18"	"2013"	"2013"	299	6570518	4.6
	"Indiana"	"18"	"2014"	"2014"	330	6597880	5.0
	"Indiana"	"18"	"2015"	"2015"	406	6619680	6.1
	"Iowa"	"19"	"1999"	"1999"	99	2917634	3.4
	"Iowa"	"19"	"2000"	"2000"	94	2926324	3.2
	"Iowa"	"19"	"2001"	"2001"	108	2931997	3.7
	"Iowa"	"19"	"2002"	"2002"	99	2934234	3.4
	"Iowa"	"19"	"2003"	"2003"	105	2941999	3.6
	"Iowa"	"19"	"2004"	"2004"	94	2953635	3.2
	"Iowa"	"19"	"2005"	"2005"	114	2964454	3.8
	"Iowa"	"19"	"2006"	"2006"	93	2982644	3.1
	"Iowa"	"19"	"2007"	"2007"	131	2999212	4.4
	"Iowa"	"19"	"2008"	"2008"	125	3016734	4.1
	"Iowa"	"19"	"2009"	"2009"	153	3032870	5.0
	"Iowa"	"19"	"2010"	"2010"	146	3046355	4.8
	"Iowa"	"19"	"2011"	"2011"	155	3065389	5.1
	"Iowa"	"19"	"2012"	"2012"	172	3076636	5.6
	"Iowa"	"19"	"2013"	"2013"	174	3092224	5.6
	"Iowa"	"19"	"2014"	"2014"	209	3109481	6.7
	"Iowa"	"19"	"2015"	"2015"	208	3123899	6.7
	"Kansas"	"20"	"1999"	"1999"	80	2678338	3.0
	"Kansas"	"20"	"2000"	"2000"	67	2688418	2.5
	"Kansas"	"20"	"2001"	"2001"	83	2702162	3.1
	"Kansas"	"20"	"2002"	"2002"	88	2713535	3.2
	"Kansas"	"20"	"2003"	"2003"	84	2723004	3.1
